student_i,student_j,college_i,college_j,marks_i,marks_j,marks_diff,outcome_diff,weight
17610,4820,512402_bpc,511902_bpc,22.0,21.75,0.25,-27.0,0.8314666497440196
16106,36486,511901_mpc,512104_cec,50.5,71.25,-20.75,31.0,0.8230092540317002
31935,8904,505502_bpc,506202_bpc,26.75,20.0,6.75,1.0,0.8018799968832004
29032,14894,508702_bpc,509104_cec,28.0,12.0,16.0,24.442871,0.8472594794212658
16321,19316,513103_mec,512901_mpc,32.5,35.25,-2.75,-8.0,0.699618496495811
34247,3625,509502_bpc,509202_bpc,65.0,63.5,1.5,3.0,0.9749005791699633
5468,25233,506602_bpc,507302_bpc,43.0,47.5,-4.5,0.0,0.7719460485970489
17874,5102,503904_cec,503202_bpc,20.0,22.5,-2.5,19.0,0.8109642350800965
21957,30992,507301_mpc,507202_bpc,23.0,22.5,0.5,-27.0,0.8647338997211884
330,14450,509402_bpc,509302_bpc,42.0,42.0,0.0,-6.0,0.8882216728288981
25871,11464,501904_cec,508904_cec,40.0,45.0,-5.0,-13.0,0.5328691869979851
6868,25233,506802_bpc,507302_bpc,54.0,47.5,6.5,-14.0,0.836749262498799
9701,1227,509002_bpc,509502_bpc,33.75,31.0,2.75,0.0,0.9250994474253594
4659,7940,503301_mpc,503801_mpc,44.0,43.75,0.25,-4.0,0.7854129977998979
17782,25624,506601_mpc,506501_mpc,31.5,26.0,5.5,40.0,0.7753568077919819
28080,34428,509302_bpc,509202_bpc,40.0,45.0,-5.0,-4.0,0.770445869920671
21101,25032,513503_mec,513602_bpc,26.5,23.75,2.75,-22.0,0.8623171714349706
6644,17724,501801_mpc,502201_mpc,27.5,10.0,17.5,-4.0,0.8367326108920625
18210,11553,503905_hec,502005_hec,31.25,30.0,1.25,5.0,0.6098147403088577
23795,31,505702_bpc,505302_bpc,59.0,50.0,9.0,-11.0,0.9450029293079618
15173,15514,508401_mpc,509301_mpc,36.25,44.0,-7.75,-12.0,0.7391164485916581
35611,9664,507802_bpc,508201_mpc,66.25,67.75,-1.5,-3.0,0.9642542250957552
19740,21405,503602_bpc,503302_bpc,42.25,47.25,-5.0,-6.0,0.7708633018230218
15490,1582,502702_bpc,502802_bpc,43.75,46.25,-2.5,5.0,0.7546603888187069
2821,38715,514202_bpc,514002_bpc,8.75,12.5,-3.75,23.0,0.9672552995589155
12389,23317,512701_mpc,512601_mpc,50.0,50.0,0.0,-22.0,0.9770174048969351
28261,9203,504401_mpc,504701_mpc,33.75,41.25,-7.5,0.0,0.8145039896766082
21477,32394,502102_bpc,501802_bpc,45.0,45.0,0.0,-21.442871,0.9017156167223597
37587,22469,514702_bpc,513504_cec,35.0,12.75,22.25,-4.0,0.5330074684282371
16548,27526,504401_mpc,504503_mec,36.0,23.75,12.25,33.0,0.6600368489815533
15136,35627,501601_mpc,502101_mpc,35.0,39.0,-4.0,-9.0,0.8325677663327334
13940,12432,504402_bpc,504904_cec,35.25,25.0,10.25,3.0,0.719294582949536
20950,12535,503602_bpc,504202_bpc,27.5,25.0,2.5,12.0,0.8489065265126705
5267,8151,507202_bpc,506101_mpc,15.0,14.25,0.75,15.0,0.9220456268712014
17400,25302,506601_mpc,506903_mec,30.0,17.75,12.25,28.0,0.7589871867311037
18896,23287,509202_bpc,508801_mpc,37.5,32.75,4.75,4.0,0.7682870996456443
4629,23765,512702_bpc,511603_mec,22.5,10.0,12.5,50.0,0.766870985174592
8070,6676,505203_mec,505302_bpc,23.75,-1.0,24.75,19.0,0.8143649067957001
36265,3588,505204_cec,506002_bpc,27.5,19.25,8.25,7.0,0.7770117840287034
10655,22620,506201_mpc,506301_mpc,59.75,69.0,-9.25,11.0,0.9864861230982557
27800,9664,507601_mpc,508201_mpc,67.5,67.75,-0.25,-11.0,0.9920220581797187
5243,33477,504002_bpc,503302_bpc,57.25,60.25,-3.0,-7.0,0.874812147252669
13114,33541,502102_bpc,502004_cec,32.5,32.5,0.0,10.0,0.8419434315182123
14493,10516,505401_mpc,505601_mpc,55.0,65.0,-10.0,22.0,0.9263844709375162
9192,20963,507801_mpc,507501_mpc,5.0,22.5,-17.5,-1.0,0.930787241700626
11320,31645,513201_mpc,512601_mpc,70.75,78.75,-8.0,-4.0,0.9176358592102957
4279,5926,507401_mpc,507501_mpc,15.0,10.0,5.0,4.0,0.9872194251340545
2009,7676,505401_mpc,505902_bpc,15.25,23.75,-8.5,8.0,0.930553755786407
22657,2603,501602_bpc,502202_bpc,28.75,26.25,2.5,20.0,0.9507293680234966
25021,9945,501502_bpc,501802_bpc,41.5,43.75,-2.25,-4.0,0.7644616821394232
712,4806,515002_bpc,508702_bpc,28.75,22.75,6.0,-19.0,0.8448385239415034
30022,2645,508801_mpc,509301_mpc,33.75,31.75,2.0,21.0,0.7223592508083967
30387,10521,505301_mpc,505901_mpc,36.5,45.0,-8.5,5.0,0.7467522721513425
19117,28855,509401_mpc,506602_bpc,37.0,31.5,5.5,-7.0,0.5688413752471373
38252,3848,505402_bpc,505302_bpc,35.25,35.0,0.25,-24.0,0.7390419405804138
11837,7189,513201_mpc,513601_mpc,43.75,56.25,-12.5,4.0,0.701044371579892
23318,37315,514002_bpc,511402_bpc,17.0,1.25,15.75,29.0,0.8253520833913656
4271,10580,506602_bpc,506702_bpc,30.0,31.75,-1.75,22.442871,0.9200239396462052
21601,11105,509402_bpc,508302_bpc,22.5,16.5,6.0,-3.0,0.924998599468045
25260,9580,513403_mec,513103_mec,25.0,12.5,12.5,-24.0,0.8984521605974883
32202,22997,512104_cec,513503_mec,15.0,17.5,-2.5,-34.0,0.9313725251082989
21484,35755,507202_bpc,506404_cec,13.75,14.25,-0.5,-15.0,0.9541095983574612
24470,18282,509401_mpc,508401_mpc,30.0,22.75,7.25,11.0,0.9233993769911605
23406,32030,504402_bpc,504401_mpc,62.5,54.75,7.75,3.0,0.8904715593817787
37369,5244,507001_mpc,506601_mpc,51.5,69.75,-18.25,-16.442871,0.8829524251749612
12886,18093,507501_mpc,514302_bpc,44.25,62.5,-18.25,50.0,0.7279524798182434
3832,5445,509202_bpc,508702_bpc,38.75,37.5,1.25,-1.0,0.8375576586375775
2912,18075,508802_bpc,509402_bpc,55.0,65.0,-10.0,10.0,0.9203169402276323
8604,13378,502201_mpc,501502_bpc,47.0,43.25,3.75,4.0,0.8684236564191169
12980,1289,515002_bpc,509502_bpc,71.25,81.5,-10.25,1.0,0.9633415854335702
16678,33650,509502_bpc,515002_bpc,52.5,61.25,-8.75,-2.0,0.9321369377012473
16222,5414,511402_bpc,513503_mec,56.25,83.5,-27.25,3.0,0.830786807356018
11135,35440,503802_bpc,503201_mpc,68.75,73.5,-4.75,-29.0,0.9163369204953442
23169,23913,511702_bpc,511801_mpc,60.25,55.0,5.25,-33.0,0.9470269396397775
23146,24426,507301_mpc,506404_cec,32.5,21.25,11.25,-21.0,0.7307860927279538
4799,4310,508701_mpc,509402_bpc,36.25,32.25,4.0,12.0,0.7810198629224577
22156,5226,507002_bpc,506602_bpc,25.0,30.25,-5.25,-20.0,0.9132967472905158
21558,12703,507301_mpc,506502_bpc,45.0,42.0,3.0,16.0,0.7761567822951481
27225,5020,508202_bpc,508102_bpc,12.5,13.75,-1.25,-26.442871,0.9559632091561413
4522,12691,505101_mpc,505401_mpc,21.75,23.75,-2.0,15.0,0.9122733637743096
6347,20707,501801_mpc,502201_mpc,36.75,35.5,1.25,-5.0,0.9022165759914982
1163,29186,508501_mpc,509201_mpc,71.25,66.25,5.0,2.0,0.9929133495638351
28383,19820,509401_mpc,508502_bpc,29.0,30.0,-1.0,20.0,0.8814221537647602
12846,17352,505801_mpc,505401_mpc,68.0,65.0,3.0,-13.0,0.9922985684237101
28531,3288,505801_mpc,505601_mpc,54.5,60.0,-5.5,13.0,0.9252530581472377
1998,18844,501502_bpc,501801_mpc,45.25,52.5,-7.25,6.0,0.8383589776823618
30806,35121,512902_bpc,513404_cec,27.5,24.75,2.75,-23.0,0.8732253992862987
23669,29422,513504_cec,513704_cec,25.0,17.5,7.5,25.0,0.8038609206960176
20258,2271,505402_bpc,505702_bpc,32.5,33.75,-1.25,21.0,0.9601474598619067
18285,12134,504903_mec,504701_mpc,23.75,26.0,-2.25,-9.0,0.8846151190912606
7322,9398,505302_bpc,505802_bpc,45.25,45.0,0.25,16.442871,0.8643289475276524
14159,12511,505204_cec,505401_mpc,26.25,20.75,5.5,-9.0,0.924470127843009
19308,12946,509402_bpc,508302_bpc,37.75,31.75,6.0,1.0,0.7798324656635589
3839,3872,508502_bpc,508302_bpc,29.0,33.75,-4.75,8.0,0.8644797696010551
37910,1171,507701_mpc,507601_mpc,21.25,17.5,3.75,1.0,0.9565175189415438
39162,15610,512901_mpc,512902_bpc,49.0,57.5,-8.5,-11.0,0.8820478919134475
21371,4223,504701_mpc,504702_bpc,57.75,48.75,9.0,-20.0,0.8909971114985923
6836,11409,505101_mpc,505203_mec,31.5,28.5,3.0,2.0,0.9114825320651805
2409,19809,505204_cec,513602_bpc,12.5,-5.0,17.5,38.0,0.8482071753221566
21406,4,514602_bpc,511901_mpc,16.5,13.75,2.75,29.0,0.9564931145978721
10819,16574,512201_mpc,512402_bpc,31.25,23.75,7.5,-13.0,0.8299688746291427
23934,7605,506501_mpc,507301_mpc,35.0,28.5,6.5,5.0,0.855319997547824
21325,6864,502505_hec,503002_bpc,23.25,16.5,6.75,-7.0,0.9166397695397625
32521,21832,504402_bpc,504401_mpc,54.25,44.0,10.25,5.0,0.8470856253292601
31822,30673,509401_mpc,508301_mpc,73.75,84.75,-11.0,-3.0,0.9802621632259811
27098,19749,503302_bpc,504504_cec,18.75,25.0,-6.25,-29.0,0.9063671407210099
4759,39002,514202_bpc,514002_bpc,24.25,-2.25,26.5,70.0,0.8874674535671542
11310,24882,511902_bpc,510102_bpc,51.5,48.75,2.75,5.0,0.8460305709988533
6164,19706,502701_mpc,502801_mpc,63.75,83.75,-20.0,-11.0,0.922660323768632
14271,4301,509105_hec,508701_mpc,23.0,27.25,-4.25,-21.442871,0.8080437828726138
18724,30821,514301_mpc,514502_bpc,31.25,32.5,-1.25,-9.0,0.7296804193526314
10913,14664,507502_bpc,508202_bpc,21.25,23.75,-2.5,-5.0,0.9575704895824018
3550,8845,514401_mpc,514302_bpc,22.5,10.5,12.0,-49.0,0.8952831563580994
12203,18774,514802_bpc,514901_mpc,27.75,22.75,5.0,-19.0,0.8761136299171218
24865,12946,508501_mpc,508302_bpc,33.75,31.75,2.0,10.0,0.8362980982634814
29970,22872,503102_bpc,513602_bpc,1.5,0.0,1.5,7.0,0.8984890234345623
7085,9954,505301_mpc,505501_mpc,38.75,35.25,3.5,-6.0,0.7958824026591236
6190,3396,513601_mpc,513504_cec,14.75,7.5,7.25,2.0,0.8969058137709991
27273,1208,506201_mpc,506301_mpc,45.75,49.0,-3.25,-1.0,0.9303209517257802
10016,6739,508101_mpc,507601_mpc,26.75,16.75,10.0,20.0,0.820235089154758
3855,14062,508302_bpc,508502_bpc,7.75,21.25,-13.5,-12.0,0.9428096148900698
5216,5713,512201_mpc,512104_cec,22.5,18.75,3.75,16.0,0.7800041038867616
19368,21459,508401_mpc,509501_mpc,28.75,31.25,-2.5,-8.0,0.7979893500400647
958,24304,509301_mpc,509202_bpc,93.75,95.0,-1.25,7.0,0.9883028962431167
5532,18137,503905_hec,503201_mpc,22.75,15.25,7.5,-5.0,0.8583952094213695
14711,32463,508301_mpc,508701_mpc,36.25,39.0,-2.75,-13.0,0.9415424639658169
4155,3774,507402_bpc,508102_bpc,23.75,28.75,-5.0,-5.0,0.9723763713514546
35324,23324,508904_cec,508802_bpc,25.0,30.0,-5.0,-11.442871,0.8947550394454049
19895,36354,506801_mpc,506501_mpc,25.5,31.25,-5.75,2.0,0.8738329991565412
25396,7481,508502_bpc,508802_bpc,62.75,81.25,-18.5,-10.0,0.9520015098144486
3374,17784,508903_mec,508702_bpc,17.5,0.25,17.25,-8.0,0.8893589546465795
33255,21318,513201_mpc,512902_bpc,50.25,61.75,-11.5,10.0,0.7999145359192682
23794,2330,504701_mpc,504903_mec,25.75,23.0,2.75,14.0,0.8500803347530551
34784,9703,510101_mpc,512104_cec,16.0,25.25,-9.25,9.0,0.8563550058855594
8042,30470,504402_bpc,506302_bpc,46.5,48.25,-1.75,15.0,0.9476359262450927
24305,2722,512901_mpc,513404_cec,26.75,12.5,14.25,29.0,0.8631494665121053
4568,5746,507802_bpc,508102_bpc,26.5,28.75,-2.25,-16.442871,0.9043776921238798
2958,2224,503201_mpc,504001_mpc,61.25,67.75,-6.5,-7.0,0.9396165896523344
23647,5851,508903_mec,508401_mpc,15.0,10.0,5.0,-46.0,0.933822412653788
39176,1393,512601_mpc,512701_mpc,23.0,30.0,-7.0,-2.0,0.9069948369480685
14966,12691,506001_mpc,505401_mpc,20.0,23.75,-3.75,-6.0,0.972526030917435
16936,14225,512801_mpc,512901_mpc,23.25,21.5,1.75,-10.0,0.9346589064586381
10766,12914,509104_cec,508701_mpc,53.5,60.5,-7.0,2.0,0.908059997287189
21279,24412,506202_bpc,506302_bpc,45.75,56.75,-11.0,-4.0,0.8737762116395139
30266,14334,506502_bpc,506202_bpc,82.0,92.75,-10.75,7.0,0.9429941288113415
9554,5105,505301_mpc,505601_mpc,38.75,48.75,-10.0,-21.0,0.5258889827535435
10443,26796,501502_bpc,501801_mpc,45.5,46.25,-0.75,2.0,0.8061195700127634
21280,24665,513903_mec,514001_mpc,21.25,13.0,8.25,11.0,0.9375036931631803
14750,34570,506301_mpc,506201_mpc,46.5,52.5,-6.0,7.0,0.960290597651851
293,17310,508402_bpc,509001_mpc,31.25,21.25,10.0,6.0,0.8046957652851315
12939,26362,507402_bpc,508202_bpc,23.5,18.75,4.75,9.0,0.970311904011991
22869,29552,511401_mpc,511202_bpc,37.5,41.25,-3.75,32.0,0.7130193313905729
32861,34350,503101_mpc,503301_mpc,65.0,89.25,-24.25,19.442871,0.9579686709392301
12209,12895,508402_bpc,508502_bpc,70.0,62.5,7.5,-1.0,0.9336168520981265
24139,4290,507602_bpc,508002_bpc,17.5,13.25,4.25,-11.0,0.9574121598731217
16482,18238,502101_mpc,501601_mpc,40.5,36.25,4.25,-5.0,0.8417194469931124
19734,14473,513602_bpc,513903_mec,29.0,20.0,9.0,17.0,0.8512927206898933
2595,5343,508102_bpc,507602_bpc,21.5,23.75,-2.25,-40.0,0.918855346061937
18397,17734,508502_bpc,509302_bpc,42.0,42.5,-0.5,-2.0,0.8623746297610826
39383,32451,511604_cec,511402_bpc,21.25,21.5,-0.25,9.557129,0.8625400373392202
26328,32202,513704_cec,512104_cec,19.0,15.0,4.0,16.0,0.9222497461816896
19431,19864,504504_cec,509401_mpc,30.0,20.75,9.25,18.0,0.7191401473425499
1365,26618,504504_cec,504503_mec,27.5,29.75,-2.25,-2.0,0.8783403191539065
33420,37494,508802_bpc,509502_bpc,44.0,48.75,-4.75,-10.0,0.885753281472138
17385,11288,506404_cec,506701_mpc,21.25,10.25,11.0,-1.0,0.9208870871205028
17040,29039,509001_mpc,508903_mec,33.75,26.25,7.5,10.0,0.7920553256859465
5440,14708,512801_mpc,512901_mpc,9.75,16.25,-6.5,-7.0,0.95970453452933
14828,35530,506801_mpc,505401_mpc,31.25,31.25,0.0,-14.0,0.9635234383913752
31606,24360,512401_mpc,512202_bpc,43.75,56.25,-12.5,10.0,0.7879402364366209
21231,4369,502802_bpc,502701_mpc,30.0,33.25,-3.25,-14.0,0.8521434626430497
26349,19658,507801_mpc,508202_bpc,26.5,17.75,8.75,0.0,0.8960037727432726
21987,37709,512701_mpc,512601_mpc,72.25,71.25,1.0,-32.0,0.9872882976944598
25031,12836,509502_bpc,506201_mpc,19.5,13.25,6.25,31.0,0.9567889562700344
5905,17544,506701_mpc,506502_bpc,54.25,86.0,-31.75,-10.0,0.8161539315599466
31521,34668,514702_bpc,514802_bpc,34.0,31.25,2.75,-6.0,0.9800712968971228
5343,2595,507602_bpc,508102_bpc,23.75,21.5,2.25,40.0,0.918855346061937
17437,7820,501802_bpc,501502_bpc,15.0,17.5,-2.5,-13.0,0.9522533659254905
39164,2269,507502_bpc,508002_bpc,38.75,43.0,-4.25,-21.0,0.8231623339373058
8749,29002,505402_bpc,505302_bpc,42.5,49.75,-7.25,-4.0,0.89982199055067
38213,29137,502005_hec,503201_mpc,55.0,64.0,-9.0,-10.0,0.8801869132252432
34482,19920,503801_mpc,503102_bpc,48.75,46.25,2.5,8.0,0.7736439996533905
32288,20281,506302_bpc,506001_mpc,8.75,21.75,-13.0,5.0,0.8991698589324145
24865,21713,508501_mpc,515001_mpc,33.75,32.5,1.25,53.0,0.8991208648175666
5513,2520,512201_mpc,511901_mpc,55.5,91.25,-35.75,-4.0,0.9165470722228415
18338,25990,513201_mpc,512801_mpc,70.75,97.5,-26.75,9.0,0.9351884429825125
19757,21322,506904_cec,506404_cec,22.5,21.75,0.75,7.0,0.8419132063301412
9181,19452,508402_bpc,508502_bpc,30.5,31.25,-0.75,-10.0,0.8127335934722016
6893,17162,504001_mpc,503301_mpc,68.75,75.0,-6.25,-18.0,0.9517230015926486
12012,4363,503802_bpc,504002_bpc,36.25,35.0,1.25,12.0,0.8634060304254926
20721,4751,502504_cec,502505_hec,26.75,15.25,11.5,2.0,0.8805338139285932
27670,17961,514901_mpc,511901_mpc,33.0,25.25,7.75,21.0,0.8677682085809717
5559,4277,506202_bpc,506102_bpc,51.25,61.5,-10.25,-6.0,0.9540584150577692
27411,16651,502504_cec,502505_hec,27.75,11.5,16.25,37.0,0.6924208152610508
11518,21313,512502_bpc,514602_bpc,45.0,53.75,-8.75,-19.0,0.8428411361314653
23435,33397,506302_bpc,506101_mpc,27.75,31.25,-3.5,-40.0,0.7501610599076842
18485,7897,512602_bpc,512702_bpc,55.0,58.75,-3.75,-2.0,0.9904965330557821
5232,3175,505602_bpc,505302_bpc,35.0,40.0,-5.0,-14.0,0.8357183920714765
35873,29232,508801_mpc,509501_mpc,85.75,58.75,27.0,-1.0,0.9528461045268938
18351,13378,501801_mpc,501502_bpc,47.5,43.25,4.25,-6.0,0.8927084437368551
19080,25604,506302_bpc,507001_mpc,67.5,72.5,-5.0,5.0,0.9610133285811515
15040,28383,509105_hec,509401_mpc,22.75,29.0,-6.25,-6.0,0.8503235488083825
32473,36507,514002_bpc,513704_cec,8.75,4.0,4.75,44.0,0.9650513050479566
4962,12892,506404_cec,506904_cec,21.25,18.75,2.5,9.0,0.8926143028289399
6412,21399,508502_bpc,506702_bpc,29.0,23.75,5.25,-9.0,0.5919391283276624
32164,32423,507601_mpc,507502_bpc,51.25,51.25,0.0,7.0,0.8906406980105961
27857,16662,507201_mpc,506404_cec,10.75,12.75,-2.0,-33.0,0.9660808647447041
3086,8611,507501_mpc,507601_mpc,27.5,21.0,6.5,-19.0,0.9072648551976127
19350,19130,514001_mpc,514201_mpc,61.25,55.0,6.25,11.0,0.980955905256513
9650,30957,501802_bpc,502202_bpc,43.75,48.5,-4.75,7.0,0.9210264748408769
29200,4479,503302_bpc,503102_bpc,26.5,26.25,0.25,-2.0,0.8264796885615866
31395,20788,501904_cec,506404_cec,19.0,15.0,4.0,2.557129,0.9157105111818303
12416,24524,501602_bpc,502102_bpc,42.5,42.5,0.0,-4.0,0.9837734747745644
20919,36665,507302_bpc,506602_bpc,34.75,26.5,8.25,-3.0,0.7426386055941121
16728,14966,505602_bpc,506001_mpc,24.0,20.0,4.0,21.0,0.8664138550859621
36362,14706,511801_mpc,511701_mpc,47.75,43.0,4.75,26.0,0.9016945149907594
8577,5820,507001_mpc,507201_mpc,22.5,28.75,-6.25,-17.0,0.8784744195240656
12655,21384,505401_mpc,505801_mpc,30.0,31.5,-1.5,10.0,0.8708250881757366
8462,29052,505502_bpc,505802_bpc,41.75,44.75,-3.0,16.0,0.8015262908319446
22107,6295,515001_mpc,507904_cec,57.0,63.75,-6.75,-7.0,0.8517882120667362
13151,22323,505901_mpc,505801_mpc,76.25,75.0,1.25,15.0,0.9887400654212786
7914,3456,506002_bpc,505701_mpc,23.5,32.75,-9.25,22.0,0.7912983539776051
24805,21681,502102_bpc,501502_bpc,38.75,38.5,0.25,-3.0,0.868456412059474
13986,23651,501602_bpc,502101_mpc,18.25,20.0,-1.75,0.0,0.943271214751517
19557,19318,506701_mpc,506404_cec,23.0,17.5,5.5,3.0,0.9185970678129992
20579,25750,502202_bpc,501502_bpc,56.0,53.75,2.25,9.0,0.9726457928882782
29587,24426,506903_mec,506404_cec,21.75,21.25,0.5,-12.0,0.9291741078662936
14922,13173,506404_cec,506802_bpc,40.25,37.5,2.75,-21.442871,0.49090693263052015
6460,6739,508101_mpc,507601_mpc,1.25,16.75,-15.5,1.0,0.9757594616341007
10575,6799,504701_mpc,504904_cec,18.75,22.5,-3.75,-6.0,0.9521339481708992
11904,18461,503601_mpc,503602_bpc,46.25,55.75,-9.5,1.0,0.8338260333012688
14380,92,506002_bpc,505402_bpc,10.25,7.5,2.75,11.0,0.9393798898118237
38232,4833,505501_mpc,505101_mpc,26.5,28.25,-1.75,1.0,0.9468014481633337
2872,17467,513403_mec,511603_mec,47.5,50.0,-2.5,8.0,0.8653113593722304
3161,31189,505902_bpc,505502_bpc,40.0,41.25,-1.25,2.0,0.9287244680244485
5926,3772,507501_mpc,507801_mpc,10.0,14.75,-4.75,-1.0,0.9922710894929981
13572,28124,502004_cec,501904_cec,33.75,34.25,-0.5,4.0,0.9100273620342095
21487,27523,506904_cec,508903_mec,25.5,11.25,14.25,18.0,0.8309277942840944
4223,33777,504702_bpc,504402_bpc,48.75,62.5,-13.75,5.0,0.9087635602896827
18238,15824,501601_mpc,501801_mpc,36.25,36.25,0.0,4.0,0.7673258316588342
16526,29869,513601_mpc,511604_cec,40.25,47.5,-7.25,6.0,0.5150012064729173
2533,4974,512802_bpc,513103_mec,37.5,39.5,-2.0,-13.0,0.7426483137776762
37802,37435,506601_mpc,506404_cec,29.0,20.0,9.0,-4.0,0.8247241404760925
6597,28124,501502_bpc,501904_cec,38.75,34.25,4.5,9.0,0.8448116272729566
10655,1975,506201_mpc,506301_mpc,59.75,61.5,-1.75,12.0,0.9764420032182661
23760,24806,511604_cec,513704_cec,12.5,11.5,1.0,45.0,0.9046141064579625
18302,18461,503601_mpc,503602_bpc,55.25,55.75,-0.5,1.0,0.9436569306000766
28597,17391,507602_bpc,507402_bpc,41.25,45.0,-3.75,-4.0,0.8123183924678697
2755,18940,507401_mpc,508101_mpc,31.25,25.75,5.5,3.0,0.9040153139851898
3955,33981,503302_bpc,502202_bpc,36.0,38.0,-2.0,8.0,0.5741431939065125
12262,22022,506404_cec,506904_cec,17.25,23.75,-6.5,34.0,0.844607783883748
27955,20278,503801_mpc,503201_mpc,47.25,40.5,6.75,2.0,0.7395683074652297
31920,10411,505204_cec,505203_mec,25.0,30.25,-5.25,7.0,0.8849931442801029
10175,38603,508201_mpc,508001_mpc,35.25,36.0,-0.75,-19.0,0.8505163689736187
6365,5142,505102_bpc,505402_bpc,32.5,27.5,5.0,19.0,0.7374082853449525
9828,14320,511202_bpc,511402_bpc,40.25,33.75,6.5,-18.0,0.6006576110152555
20339,23675,508501_mpc,508401_mpc,73.25,79.0,-5.75,-1.0,0.9696771180125221
17407,3288,505301_mpc,505601_mpc,45.75,60.0,-14.25,1.0,0.8440273484823383
36664,33502,512201_mpc,512801_mpc,23.25,11.5,11.75,-11.442871,0.7760447764801791
30337,20356,513103_mec,512802_bpc,15.25,16.25,-1.0,24.0,0.9423182052737954
17027,23509,511604_cec,513704_cec,15.0,3.75,11.25,19.0,0.9203863061235364
4379,3297,504402_bpc,504702_bpc,45.0,46.25,-1.25,2.0,0.9095385689746565
10852,10403,506002_bpc,506001_mpc,12.25,16.75,-4.5,-12.0,0.9696140989987797
1382,19500,509301_mpc,508401_mpc,41.25,49.0,-7.75,10.0,0.7253608071530702
4138,3125,508002_bpc,502504_cec,29.0,27.5,1.5,-9.0,0.7105225434866289
13013,21041,504503_mec,504903_mec,23.75,25.0,-1.25,3.0,0.952559968724523
23506,22474,504202_bpc,503202_bpc,28.75,22.75,6.0,-32.0,0.7001197408744815
32230,4891,506301_mpc,506101_mpc,48.75,49.75,-1.0,1.0,0.9275687715876375
12505,8662,507501_mpc,508001_mpc,45.5,52.5,-7.0,-5.0,0.9340381791947022
36641,14966,505701_mpc,506001_mpc,6.75,20.0,-13.25,-30.0,0.9363602883108095
39064,3772,507904_cec,507801_mpc,19.5,14.75,4.75,-2.0,0.9374734110036115
11878,34585,512601_mpc,512501_mpc,35.75,40.0,-4.25,27.0,0.8697518522567086
8965,11779,505702_bpc,505802_bpc,41.25,48.75,-7.5,-18.0,0.6568060558940619
14316,24054,502005_hec,502004_cec,5.75,16.25,-10.5,6.442871,0.9369100090035821
4047,25426,503802_bpc,503101_mpc,58.5,54.25,4.25,8.0,0.8551521046625383
21804,25541,504401_mpc,504503_mec,31.25,30.0,1.25,-16.0,0.8568612093057295
3413,8894,508702_bpc,509201_mpc,41.25,39.0,2.25,7.0,0.7195742735634424
10280,23713,501903_mec,508903_mec,17.0,19.0,-2.0,-25.0,0.9056957223215871
38081,30609,507302_bpc,506702_bpc,32.75,33.75,-1.0,-7.0,0.7955459790613082
3072,4372,507002_bpc,506702_bpc,47.5,45.0,2.5,-9.0,0.8373849323049445
3177,5470,508001_mpc,508101_mpc,32.5,28.5,4.0,-1.0,0.8828679517240086
30991,10424,509201_mpc,509501_mpc,37.75,31.25,6.5,-17.0,0.8067541674082704
32773,30796,504002_bpc,503302_bpc,38.0,36.25,1.75,-16.0,0.7425820777243987
16631,8666,512902_bpc,512901_mpc,57.5,47.0,10.5,-11.0,0.8919409383521267
20991,24713,509104_cec,508904_cec,23.25,25.0,-1.75,33.0,0.8361007619479088
21394,11789,507202_bpc,507002_bpc,19.0,25.0,-6.0,15.0,0.9484698691974829
4183,25551,507802_bpc,508101_mpc,71.25,61.25,10.0,10.0,0.9529982887836862
8672,1837,507402_bpc,507502_bpc,60.0,52.0,8.0,-12.0,0.9335519584854426
3945,11472,513503_mec,512104_cec,5.0,8.75,-3.75,19.0,0.9641237265958317
4012,5991,507802_bpc,508002_bpc,13.75,22.75,-9.0,3.0,0.959121472641055
32497,25990,510101_mpc,512801_mpc,65.25,97.5,-32.25,-7.0,0.9021565850605142
30982,7199,511701_mpc,510101_mpc,52.5,51.25,1.25,13.0,0.7919410519788179
26567,16462,507501_mpc,512601_mpc,88.75,98.75,-10.0,3.0,0.9530624500392353
4094,39164,508002_bpc,507502_bpc,37.5,38.75,-1.25,20.0,0.8960823333197343
18669,38428,511303_mec,511401_mpc,18.75,26.25,-7.5,8.0,0.8920127001538292
5511,16529,504503_mec,504504_cec,25.0,20.0,5.0,-31.0,0.9410531185577341
11719,2828,504202_bpc,504002_bpc,20.75,27.0,-6.25,-13.0,0.8690337386189599
6874,21865,512801_mpc,512901_mpc,35.0,35.5,-0.5,-22.0,0.8287292154335965
15599,13952,503601_mpc,503201_mpc,70.0,95.0,-25.0,-6.0,0.9823248086172038
22323,21727,505801_mpc,505901_mpc,75.0,65.75,9.25,-20.0,0.9670843253430301
19539,4155,507802_bpc,507402_bpc,20.0,23.75,-3.75,-9.0,0.9755339556090664
8841,17280,504202_bpc,503102_bpc,11.5,2.5,9.0,8.0,0.9250792980814043
16106,25225,511901_mpc,510101_mpc,50.5,60.0,-9.5,-6.0,0.9445599132292809
29555,21261,514801_mpc,514601_mpc,65.25,63.75,1.5,10.0,0.9714511489273713
3058,31031,505801_mpc,505901_mpc,36.25,46.75,-10.5,-12.0,0.6412559920911081
7545,38695,508701_mpc,509502_bpc,7.25,10.5,-3.25,-17.0,0.9597353002088047
33864,10594,505204_cec,505101_mpc,32.5,36.75,-4.25,-9.0,0.781207457934471
