specification,college_code,value_added,std_error,t_value,p_value,ci_lower,ci_upper,sig,baseline_college
attempt_1,511201_mpc,-14.478799212332593,1.7682405901658786,-8.188251809655798,2.65047830780414e-16,-17.944487085059563,-11.01311133960562,***,501502_bpc
attempt_1,504201_mpc,-14.50171989948329,1.5912555322767068,-9.113382235180538,7.985288339858324e-20,-17.62052343294575,-11.38291636602083,***,501502_bpc
attempt_1,512901_mpc,-14.510226162890701,1.430962326945235,-10.140187403721935,3.663960019923747e-24,-17.31486078693699,-11.705591538844411,***,501502_bpc
attempt_1,513601_mpc,-14.65381392991444,1.4296264146967332,-10.250100151530114,1.1822097984033293e-24,-17.455830214067163,-11.85179764576172,***,501502_bpc
attempt_1,514301_mpc,-14.690384036096049,1.6515481247228037,-8.894917330103043,5.84628033250695e-19,-17.92735887928741,-11.453409192904688,***,501502_bpc
attempt_1,508302_bpc,-14.95041405767809,1.512180478902651,-9.88665987047208,4.7563305404336405e-23,-17.91423333445182,-11.986594780904364,***,501502_bpc
attempt_1,514202_bpc,-14.951515831220837,1.7844926745526113,-8.37858067137727,5.3569760080017404e-17,-18.44905720401951,-11.453974458422163,***,501502_bpc
attempt_1,511604_cec,-14.984578087716681,1.935121488003409,-7.743481833369152,9.673061469946764e-15,-18.77734650991292,-11.191809665520442,***,501502_bpc
attempt_1,513503_mec,-15.099222308206752,1.559991269877486,-9.679042825279765,3.701652592121511e-22,-18.156749013363527,-12.041695603049975,***,501502_bpc
attempt_1,504503_mec,-15.305032687491517,2.3501293647353547,-6.512421365882979,7.394892853316768e-11,-19.911201601382807,-10.698863773600225,***,501502_bpc
attempt_1,514801_mpc,-15.39477846415159,1.5186747841120327,-10.136981679822187,3.786175307325206e-24,-18.371326345240316,-12.418230583062865,***,501502_bpc
attempt_1,511603_mec,-15.49086031602589,2.4478123599432817,-6.328450893345774,2.476346378966346e-10,-20.288484382426716,-10.693236249625063,***,501502_bpc
attempt_1,511402_bpc,-15.55770572440439,1.6417310360776287,-9.47640349272702,2.631983591964337e-21,-18.77543942741817,-12.339972021390608,***,501502_bpc
attempt_1,514401_mpc,-15.679771594389798,2.739611965522367,-5.723354910008252,1.044407646372007e-08,-21.049312378428624,-10.310230810350971,***,501502_bpc
attempt_1,512902_bpc,-15.887039169404291,1.7121500460651427,-9.2789993528405,1.7107762961537196e-20,-19.242791595820567,-12.531286742988017,***,501502_bpc
attempt_1,505701_mpc,-17.073990225624645,1.5439776277735193,-11.058444059352114,1.9952869952827446e-28,-20.100130768996333,-14.047849682252957,***,501502_bpc
attempt_1,511202_bpc,-17.448834515284073,1.9140646967523771,-9.116115325093126,7.786538649400718e-20,-21.200332384998312,-13.697336645569834,***,501502_bpc
attempt_1,514001_mpc,-17.565800066812688,2.1298056345754786,-8.247607096933038,1.6159765594466363e-16,-21.740142404651102,-13.391457728974274,***,501502_bpc
attempt_1,504001_mpc,-17.698353732238324,1.690709915537064,-10.468001381902548,1.2117431609513808e-25,-21.012084274995726,-14.384623189480923,***,501502_bpc
attempt_1,505702_bpc,-17.70483733529003,1.5840066563654465,-11.17724932792539,5.269810677520007e-29,-20.80943333303802,-14.600241337542041,***,501502_bpc
attempt_1,514901_mpc,-17.92105250274777,1.958776540575655,-9.149105133493707,5.7407100084133e-20,-21.760183976038014,-14.081921029457526,***,501502_bpc
attempt_1,514902_bpc,-17.938393283966022,1.647533731575675,-10.888027929364474,1.3145597405946954e-27,-21.167500061169225,-14.709286506762819,***,501502_bpc
attempt_1,511304_cec,-17.983945384812625,1.6987371305579866,-10.586655852342153,3.436501804847145e-26,-21.313408979907194,-14.654481789718055,***,501502_bpc
attempt_1,514802_bpc,-18.09173171907526,1.8833774374990362,-9.606004276604018,7.54190761457196e-22,-21.783083665868705,-14.400379772281811,***,501502_bpc
attempt_1,504504_cec,-18.332323811331765,2.477802112083136,-7.398623046583581,1.3760385188485307e-13,-23.18872671183199,-13.47592091083154,***,501502_bpc
attempt_1,513103_mec,-19.760076330069055,1.6339886246555833,-12.0931541578107,1.1479338948359422e-33,-22.962635185542133,-16.557517474595976,***,501502_bpc
attempt_1,513602_bpc,-20.685244165911246,1.6353828947983038,-12.64856336195348,1.139392290581046e-36,-23.89053574064878,-17.479952591173713,***,501502_bpc
attempt_1,512801_mpc,-20.942454433696014,1.6490941806298722,-12.699368343957794,5.960887255387178e-37,-24.174619634845154,-17.710289232546874,***,501502_bpc
attempt_1,510101_mpc,-21.003148084636084,1.7285771484044123,-12.15054133049447,5.698701737210924e-34,-24.39109704000768,-17.61519912926449,***,501502_bpc
attempt_1,513404_cec,-21.030499951361822,2.0246829654635623,-10.387058275341776,2.839768295872158e-25,-24.99880564378216,-17.062194258941485,***,501502_bpc
attempt_1,511902_bpc,-21.40057376320843,1.9312142436799442,-11.081408410922585,1.5442406345451685e-28,-25.185684127251882,-17.61546339916498,***,501502_bpc
attempt_1,510102_bpc,-21.44987859568556,2.2051901583300584,-9.726997245411741,2.313205564451084e-22,-25.771971885074656,-17.127785306296467,***,501502_bpc
attempt_1,511701_mpc,-21.600067693497465,2.1427221046757756,-10.080666851927521,6.726802205558404e-24,-25.799725847539847,-17.400409539455083,***,501502_bpc
attempt_1,511901_mpc,-22.409321470581897,2.0640304646945093,-10.857069144034476,1.845783559520569e-27,-26.454746844376608,-18.363896096787187,***,501502_bpc
